start_city,start_lat,start_lng,end_city,end_lat,end_lng,trip_start_time,trip_end_time,trip_duration_minutes,traffic_wait_minutes,traffic_level,passenger_count,day_of_week
Ferizaj,42.3706,21.155,Gjakova,42.3803,20.43,2025-12-17 16:14,2025-12-17 18:12,118,35,High,10,Friday
Pristina,42.6629,21.1655,Prizren,42.2139,20.7417,2024-09-04 13:15,2024-09-04 14:01,46,52,High,20,Wednesday
Mitrovica,42.8906,20.8664,Gjilan,42.4666,21.4666,2025-03-23 05:50,2025-03-23 07:06,76,52,Medium,16,Friday
Pristina,42.6629,21.1655,Peja,42.65,20.3,2025-10-28 14:08,2025-10-28 15:32,84,15,Light,8,Friday
Gjilan,42.4666,21.4666,Ferizaj,42.3706,21.155,2024-06-14 17:03,2024-06-14 18:24,81,27,High,23,Friday
Ferizaj,42.3706,21.155,Gjakova,42.3803,20.43,2024-04-05 07:30,2024-04-05 10:15,165,15,Light,19,Sunday
Peja,42.65,20.3,Gjakova,42.3803,20.43,2024-08-02 13:31,2024-08-02 15:37,126,18,Medium,12,Friday
Peja,42.65,20.3,Gjilan,42.4666,21.4666,2024-05-16 20:04,2024-05-16 20:35,31,10,High,5,Monday
Gjakova,42.3803,20.43,Prizren,42.2139,20.7417,2025-07-16 13:50,2025-07-16 16:40,170,3,Light,8,Sunday
Peja,42.65,20.3,Mitrovica,42.8906,20.8664,2025-07-07 13:23,2025-07-07 16:22,179,47,Medium,29,Monday
Pristina,42.6629,21.1655,Peja,42.65,20.3,2025-12-01 10:46,2025-12-01 11:55,69,5,Medium,8,Saturday
Peja,42.65,20.3,Prizren,42.2139,20.7417,2024-07-01 06:24,2024-07-01 07:52,88,16,High,19,Friday
Mitrovica,42.8906,20.8664,Peja,42.65,20.3,2024-03-27 08:16,2024-03-27 10:33,137,14,Light,26,Saturday
Mitrovica,42.8906,20.8664,Peja,42.65,20.3,2024-03-30 05:02,2024-03-30 07:08,126,2,Medium,29,Saturday
Gjilan,42.4666,21.4666,Pristina,42.6629,21.1655,2024-11-25 20:19,2024-11-25 21:14,55,26,Medium,18,Tuesday
Prizren,42.2139,20.7417,Pristina,42.6629,21.1655,2024-02-14 07:28,2024-02-14 07:49,21,36,Medium,5,Friday
Ferizaj,42.3706,21.155,Gjilan,42.4666,21.4666,2025-06-11 13:28,2025-06-11 13:45,17,57,Medium,20,Thursday
Peja,42.65,20.3,Prizren,42.2139,20.7417,2025-11-26 06:07,2025-11-26 06:48,41,48,High,7,Tuesday
Peja,42.65,20.3,Gjilan,42.4666,21.4666,2024-05-10 07:00,2024-05-10 08:44,104,44,Medium,11,Sunday
Prizren,42.2139,20.7417,Gjakova,42.3803,20.43,2025-01-14 16:11,2025-01-14 17:27,76,56,Medium,27,Wednesday
Peja,42.65,20.3,Gjilan,42.4666,21.4666,2025-07-11 11:45,2025-07-11 13:02,77,8,Medium,19,Tuesday
Pristina,42.6629,21.1655,Gjilan,42.4666,21.4666,2024-07-12 16:56,2024-07-12 18:50,114,55,High,5,Sunday
Gjilan,42.4666,21.4666,Pristina,42.6629,21.1655,2025-07-13 14:34,2025-07-13 16:30,116,39,Medium,30,Tuesday
Ferizaj,42.3706,21.155,Gjilan,42.4666,21.4666,2024-12-13 09:45,2024-12-13 11:41,116,17,Light,9,Wednesday
Ferizaj,42.3706,21.155,Prizren,42.2139,20.7417,2024-09-05 15:48,2024-09-05 17:07,79,11,Medium,15,Monday
Mitrovica,42.8906,20.8664,Ferizaj,42.3706,21.155,2024-06-07 14:25,2024-06-07 16:48,143,53,Light,18,Wednesday
Gjakova,42.3803,20.43,Ferizaj,42.3706,21.155,2024-09-24 12:30,2024-09-24 12:48,18,40,Light,20,Tuesday
Peja,42.65,20.3,Gjakova,42.3803,20.43,2025-01-30 10:51,2025-01-30 11:52,61,42,Light,13,Sunday
Gjilan,42.4666,21.4666,Prizren,42.2139,20.7417,2025-04-17 15:03,2025-04-17 16:42,99,30,Light,8,Sunday
Mitrovica,42.8906,20.8664,Prizren,42.2139,20.7417,2024-11-15 08:22,2024-11-15 08:56,34,50,Light,24,Sunday
Mitrovica,42.8906,20.8664,Gjilan,42.4666,21.4666,2025-02-13 14:59,2025-02-13 15:33,34,57,High,20,Friday
Ferizaj,42.3706,21.155,Gjakova,42.3803,20.43,2024-01-25 13:02,2024-01-25 14:56,114,18,High,8,Friday
Gjakova,42.3803,20.43,Mitrovica,42.8906,20.8664,2025-04-07 18:48,2025-04-07 20:30,102,3,Medium,5,Monday
Prizren,42.2139,20.7417,Pristina,42.6629,21.1655,2024-05-28 11:28,2024-05-28 13:52,144,11,Light,30,Wednesday
Ferizaj,42.3706,21.155,Mitrovica,42.8906,20.8664,2024-05-09 12:15,2024-05-09 15:00,165,51,Medium,25,Sunday
Peja,42.65,20.3,Prizren,42.2139,20.7417,2025-10-15 20:24,2025-10-15 21:42,78,38,Medium,19,Thursday
Peja,42.65,20.3,Gjakova,42.3803,20.43,2024-04-20 14:14,2024-04-20 15:10,56,52,Light,27,Sunday
Prizren,42.2139,20.7417,Pristina,42.6629,21.1655,2025-09-11 16:56,2025-09-11 19:06,130,35,Medium,12,Wednesday
Pristina,42.6629,21.1655,Ferizaj,42.3706,21.155,2024-10-03 05:05,2024-10-03 05:59,54,56,Medium,28,Sunday
Prizren,42.2139,20.7417,Ferizaj,42.3706,21.155,2025-09-23 17:49,2025-09-23 18:15,26,23,High,24,Friday
Prizren,42.2139,20.7417,Mitrovica,42.8906,20.8664,2025-10-22 20:30,2025-10-22 22:49,139,32,High,13,Wednesday
Pristina,42.6629,21.1655,Ferizaj,42.3706,21.155,2025-04-22 09:54,2025-04-22 10:53,59,54,Light,20,Wednesday
Prizren,42.2139,20.7417,Gjakova,42.3803,20.43,2025-01-12 11:42,2025-01-12 12:16,34,12,Light,11,Saturday
Gjakova,42.3803,20.43,Peja,42.65,20.3,2024-10-09 16:24,2024-10-09 19:00,156,58,Medium,25,Wednesday
Peja,42.65,20.3,Mitrovica,42.8906,20.8664,2024-09-20 16:45,2024-09-20 18:16,91,15,Medium,24,Friday
Ferizaj,42.3706,21.155,Mitrovica,42.8906,20.8664,2025-07-30 12:13,2025-07-30 15:10,177,21,Light,19,Wednesday
Peja,42.65,20.3,Pristina,42.6629,21.1655,2024-03-22 11:59,2024-03-22 13:51,112,3,Light,17,Sunday
Peja,42.65,20.3,Gjakova,42.3803,20.43,2024-03-20 07:13,2024-03-20 08:31,78,50,High,10,Thursday
Ferizaj,42.3706,21.155,Peja,42.65,20.3,2024-04-14 09:11,2024-04-14 11:30,139,4,Light,22,Tuesday
Gjakova,42.3803,20.43,Prizren,42.2139,20.7417,2025-11-01 10:59,2025-11-01 12:20,81,47,Light,13,Friday
Prizren,42.2139,20.7417,Peja,42.65,20.3,2025-03-22 08:26,2025-03-22 10:06,100,7,High,17,Sunday
Peja,42.65,20.3,Gjilan,42.4666,21.4666,2025-05-01 10:39,2025-05-01 12:52,133,38,Medium,20,Saturday
Prizren,42.2139,20.7417,Peja,42.65,20.3,2024-05-02 19:11,2024-05-02 21:10,119,46,Medium,25,Sunday
Mitrovica,42.8906,20.8664,Prizren,42.2139,20.7417,2025-06-23 11:50,2025-06-23 13:01,71,39,High,29,Saturday
Prizren,42.2139,20.7417,Pristina,42.6629,21.1655,2025-12-03 14:06,2025-12-03 14:48,42,60,High,13,Monday
Gjakova,42.3803,20.43,Peja,42.65,20.3,2025-10-17 12:17,2025-10-17 13:36,79,50,High,24,Wednesday
Gjilan,42.4666,21.4666,Ferizaj,42.3706,21.155,2024-12-29 20:35,2024-12-29 21:49,74,54,High,24,Thursday
Gjakova,42.3803,20.43,Prizren,42.2139,20.7417,2024-04-28 07:56,2024-04-28 10:55,179,24,Medium,23,Monday
Gjakova,42.3803,20.43,Ferizaj,42.3706,21.155,2024-01-19 14:13,2024-01-19 15:39,86,36,High,30,Sunday
Mitrovica,42.8906,20.8664,Ferizaj,42.3706,21.155,2025-11-30 10:18,2025-11-30 12:24,126,12,Light,24,Friday
Gjakova,42.3803,20.43,Mitrovica,42.8906,20.8664,2024-08-26 15:12,2024-08-26 17:00,108,33,High,30,Tuesday
Gjakova,42.3803,20.43,Peja,42.65,20.3,2024-06-13 09:06,2024-06-13 09:44,38,22,Light,8,Monday
Mitrovica,42.8906,20.8664,Pristina,42.6629,21.1655,2024-02-09 09:17,2024-02-09 12:09,172,55,Light,24,Saturday
Ferizaj,42.3706,21.155,Peja,42.65,20.3,2024-11-13 18:12,2024-11-13 19:50,98,40,High,11,Monday
Pristina,42.6629,21.1655,Prizren,42.2139,20.7417,2025-06-21 20:33,2025-06-21 20:53,20,51,High,13,Thursday
Peja,42.65,20.3,Mitrovica,42.8906,20.8664,2024-06-04 05:53,2024-06-04 07:36,103,16,High,22,Tuesday
Gjakova,42.3803,20.43,Ferizaj,42.3706,21.155,2024-12-22 19:01,2024-12-22 19:25,24,16,Medium,21,Tuesday
Ferizaj,42.3706,21.155,Peja,42.65,20.3,2025-08-31 17:29,2025-08-31 19:12,103,16,Light,14,Monday
Ferizaj,42.3706,21.155,Mitrovica,42.8906,20.8664,2025-12-20 09:30,2025-12-20 10:36,66,27,Medium,21,Monday
Prizren,42.2139,20.7417,Mitrovica,42.8906,20.8664,2025-10-20 19:32,2025-10-20 21:49,137,53,Light,12,Sunday
Pristina,42.6629,21.1655,Gjakova,42.3803,20.43,2025-07-02 12:03,2025-07-02 13:53,110,42,High,19,Monday
Ferizaj,42.3706,21.155,Pristina,42.6629,21.1655,2025-06-10 09:29,2025-06-10 11:00,91,42,Light,30,Wednesday
Gjilan,42.4666,21.4666,Prizren,42.2139,20.7417,2024-03-23 19:05,2024-03-23 20:20,75,23,High,7,Thursday
Pristina,42.6629,21.1655,Peja,42.65,20.3,2024-03-28 10:29,2024-03-28 11:22,53,38,Light,20,Thursday
Gjilan,42.4666,21.4666,Prizren,42.2139,20.7417,2024-02-12 09:29,2024-02-12 11:48,139,36,High,20,Sunday
Mitrovica,42.8906,20.8664,Peja,42.65,20.3,2025-05-18 14:27,2025-05-18 15:28,61,27,High,14,Sunday
Prizren,42.2139,20.7417,Peja,42.65,20.3,2025-10-05 12:15,2025-10-05 12:58,43,53,Medium,18,Saturday
Pristina,42.6629,21.1655,Mitrovica,42.8906,20.8664,2024-07-09 06:05,2024-07-09 08:24,139,24,Medium,17,Monday
Pristina,42.6629,21.1655,Peja,42.65,20.3,2024-12-21 14:18,2024-12-21 17:14,176,0,Light,20,Sunday
Gjakova,42.3803,20.43,Pristina,42.6629,21.1655,2024-07-11 11:58,2024-07-11 14:28,150,56,Light,5,Monday
Gjakova,42.3803,20.43,Gjilan,42.4666,21.4666,2024-02-03 12:56,2024-02-03 14:42,106,33,High,22,Saturday
Ferizaj,42.3706,21.155,Mitrovica,42.8906,20.8664,2025-10-17 16:22,2025-10-17 18:50,148,54,High,26,Thursday
Prizren,42.2139,20.7417,Pristina,42.6629,21.1655,2025-11-27 09:24,2025-11-27 10:53,89,1,Medium,27,Saturday
Ferizaj,42.3706,21.155,Pristina,42.6629,21.1655,2024-05-02 12:43,2024-05-02 14:23,100,39,High,21,Sunday
Gjilan,42.4666,21.4666,Mitrovica,42.8906,20.8664,2025-03-18 13:10,2025-03-18 14:16,66,11,Medium,14,Thursday
Mitrovica,42.8906,20.8664,Gjilan,42.4666,21.4666,2025-08-17 17:30,2025-08-17 19:39,129,21,Medium,13,Sunday
Pristina,42.6629,21.1655,Mitrovica,42.8906,20.8664,2025-01-14 12:53,2025-01-14 14:05,72,32,High,29,Tuesday
Gjakova,42.3803,20.43,Peja,42.65,20.3,2024-01-19 13:18,2024-01-19 15:57,159,26,High,29,Tuesday
Mitrovica,42.8906,20.8664,Gjakova,42.3803,20.43,2024-10-05 07:08,2024-10-05 09:41,153,44,High,11,Wednesday
Gjilan,42.4666,21.4666,Pristina,42.6629,21.1655,2025-03-19 19:16,2025-03-19 21:25,129,35,High,27,Tuesday
Pristina,42.6629,21.1655,Prizren,42.2139,20.7417,2025-04-04 16:32,2025-04-04 17:33,61,3,Light,18,Monday
Gjakova,42.3803,20.43,Ferizaj,42.3706,21.155,2025-01-17 10:45,2025-01-17 11:37,52,54,Medium,10,Saturday
Gjilan,42.4666,21.4666,Peja,42.65,20.3,2025-08-06 17:43,2025-08-06 19:26,103,59,High,5,Wednesday
Gjakova,42.3803,20.43,Pristina,42.6629,21.1655,2025-12-28 17:01,2025-12-28 19:58,177,16,Light,22,Tuesday
Ferizaj,42.3706,21.155,Gjilan,42.4666,21.4666,2024-06-21 12:07,2024-06-21 12:22,15,23,Medium,23,Saturday
Prizren,42.2139,20.7417,Ferizaj,42.3706,21.155,2025-04-26 14:26,2025-04-26 16:57,151,3,High,30,Friday
Gjilan,42.4666,21.4666,Prizren,42.2139,20.7417,2024-05-27 08:13,2024-05-27 09:00,47,21,Light,14,Sunday
Pristina,42.6629,21.1655,Peja,42.65,20.3,2024-01-07 05:00,2024-01-07 07:17,137,10,High,20,Wednesday
Gjakova,42.3803,20.43,Ferizaj,42.3706,21.155,2024-05-09 15:51,2024-05-09 16:07,16,26,High,5,Monday
Ferizaj,42.3706,21.155,Pristina,42.6629,21.1655,2025-02-27 18:42,2025-02-27 21:21,159,26,High,22,Saturday
Prizren,42.2139,20.7417,Gjilan,42.4666,21.4666,2025-10-06 18:50,2025-10-06 21:16,146,34,Medium,8,Saturday
Pristina,42.6629,21.1655,Ferizaj,42.3706,21.155,2024-09-28 06:32,2024-09-28 08:33,121,32,High,14,Tuesday
Ferizaj,42.3706,21.155,Peja,42.65,20.3,2025-09-12 05:10,2025-09-12 05:57,47,14,Medium,11,Saturday
Pristina,42.6629,21.1655,Ferizaj,42.3706,21.155,2024-07-09 09:54,2024-07-09 10:17,23,18,High,5,Tuesday
Gjilan,42.4666,21.4666,Peja,42.65,20.3,2025-12-30 11:40,2025-12-30 11:58,18,11,High,23,Saturday
Gjakova,42.3803,20.43,Peja,42.65,20.3,2024-06-12 05:29,2024-06-12 06:41,72,8,Light,9,Wednesday
Peja,42.65,20.3,Gjilan,42.4666,21.4666,2025-03-16 13:28,2025-03-16 15:57,149,57,Medium,14,Tuesday
Mitrovica,42.8906,20.8664,Gjakova,42.3803,20.43,2025-05-24 10:30,2025-05-24 13:09,159,53,Light,23,Wednesday
Ferizaj,42.3706,21.155,Pristina,42.6629,21.1655,2024-08-28 08:56,2024-08-28 10:59,123,36,Light,26,Wednesday
Prizren,42.2139,20.7417,Gjakova,42.3803,20.43,2024-05-11 20:06,2024-05-11 23:04,178,20,Medium,17,Thursday
Ferizaj,42.3706,21.155,Prizren,42.2139,20.7417,2025-05-07 09:49,2025-05-07 12:16,147,2,High,18,Saturday
Pristina,42.6629,21.1655,Peja,42.65,20.3,2025-05-04 13:28,2025-05-04 14:32,64,10,High,8,Wednesday
Pristina,42.6629,21.1655,Prizren,42.2139,20.7417,2024-03-21 13:12,2024-03-21 15:33,141,28,Light,19,Thursday
Mitrovica,42.8906,20.8664,Gjilan,42.4666,21.4666,2025-03-05 15:13,2025-03-05 17:12,119,39,High,9,Wednesday
Pristina,42.6629,21.1655,Gjakova,42.3803,20.43,2025-07-07 17:12,2025-07-07 17:47,35,17,Light,21,Wednesday
Pristina,42.6629,21.1655,Peja,42.65,20.3,2024-09-22 14:32,2024-09-22 16:41,129,22,High,25,Monday
Gjilan,42.4666,21.4666,Gjakova,42.3803,20.43,2025-02-10 08:11,2025-02-10 09:39,88,54,High,7,Tuesday
Peja,42.65,20.3,Prizren,42.2139,20.7417,2024-07-10 13:04,2024-07-10 13:51,47,3,Light,27,Thursday
Peja,42.65,20.3,Ferizaj,42.3706,21.155,2024-04-20 15:10,2024-04-20 17:33,143,49,Light,9,Tuesday
Pristina,42.6629,21.1655,Ferizaj,42.3706,21.155,2024-07-30 18:23,2024-07-30 18:41,18,41,High,18,Tuesday
Mitrovica,42.8906,20.8664,Peja,42.65,20.3,2024-06-06 17:57,2024-06-06 20:19,142,5,Light,9,Wednesday
Gjilan,42.4666,21.4666,Ferizaj,42.3706,21.155,2025-06-18 20:02,2025-06-18 20:53,51,28,Light,23,Sunday
Pristina,42.6629,21.1655,Mitrovica,42.8906,20.8664,2024-03-27 09:25,2024-03-27 10:47,82,47,High,27,Tuesday
Mitrovica,42.8906,20.8664,Ferizaj,42.3706,21.155,2024-04-12 13:43,2024-04-12 16:13,150,32,Light,23,Tuesday
Peja,42.65,20.3,Ferizaj,42.3706,21.155,2025-01-17 08:48,2025-01-17 09:37,49,60,Medium,30,Tuesday
Prizren,42.2139,20.7417,Peja,42.65,20.3,2025-05-21 09:10,2025-05-21 11:18,128,16,Medium,29,Sunday
Ferizaj,42.3706,21.155,Pristina,42.6629,21.1655,2025-02-16 12:25,2025-02-16 13:18,53,23,Medium,20,Monday
Peja,42.65,20.3,Gjilan,42.4666,21.4666,2024-07-21 19:46,2024-07-21 22:02,136,52,Medium,21,Tuesday
Mitrovica,42.8906,20.8664,Prizren,42.2139,20.7417,2024-04-29 05:38,2024-04-29 06:10,32,50,High,18,Friday
Ferizaj,42.3706,21.155,Pristina,42.6629,21.1655,2025-12-13 20:22,2025-12-13 22:53,151,46,High,30,Wednesday
Gjilan,42.4666,21.4666,Peja,42.65,20.3,2024-10-20 17:37,2024-10-20 18:06,29,41,Medium,30,Friday
Peja,42.65,20.3,Pristina,42.6629,21.1655,2024-04-26 17:23,2024-04-26 19:36,133,56,High,26,Wednesday
Peja,42.65,20.3,Gjakova,42.3803,20.43,2024-05-02 06:09,2024-05-02 06:25,16,35,High,7,Saturday
Ferizaj,42.3706,21.155,Gjilan,42.4666,21.4666,2025-09-04 13:51,2025-09-04 14:27,36,22,High,29,Sunday
Prizren,42.2139,20.7417,Peja,42.65,20.3,2024-01-21 11:42,2024-01-21 12:10,28,7,Light,17,Friday
Pristina,42.6629,21.1655,Ferizaj,42.3706,21.155,2024-08-15 10:31,2024-08-15 13:25,174,45,High,10,Saturday
Gjakova,42.3803,20.43,Prizren,42.2139,20.7417,2025-07-23 11:45,2025-07-23 14:12,147,2,High,14,Sunday
Prizren,42.2139,20.7417,Mitrovica,42.8906,20.8664,2025-03-02 06:50,2025-03-02 09:47,177,8,Light,13,Sunday
Prizren,42.2139,20.7417,Gjilan,42.4666,21.4666,2025-10-12 17:26,2025-10-12 18:05,39,48,Medium,22,Monday
Peja,42.65,20.3,Gjakova,42.3803,20.43,2025-07-18 13:08,2025-07-18 14:26,78,48,Medium,23,Wednesday
Pristina,42.6629,21.1655,Gjakova,42.3803,20.43,2025-10-24 08:43,2025-10-24 09:41,58,58,Medium,26,Friday
Mitrovica,42.8906,20.8664,Peja,42.65,20.3,2024-09-18 14:46,2024-09-18 17:24,158,54,High,27,Sunday
Prizren,42.2139,20.7417,Ferizaj,42.3706,21.155,2024-01-22 14:18,2024-01-22 14:50,32,47,Medium,26,Friday
Gjakova,42.3803,20.43,Prizren,42.2139,20.7417,2024-05-27 19:54,2024-05-27 22:20,146,14,High,12,Thursday
Peja,42.65,20.3,Gjakova,42.3803,20.43,2025-11-04 17:04,2025-11-04 18:10,66,15,Light,27,Sunday
Pristina,42.6629,21.1655,Peja,42.65,20.3,2025-05-05 15:41,2025-05-05 18:20,159,32,Light,11,Wednesday
Gjakova,42.3803,20.43,Mitrovica,42.8906,20.8664,2024-11-22 07:59,2024-11-22 08:59,60,10,Medium,16,Friday
Peja,42.65,20.3,Ferizaj,42.3706,21.155,2024-10-24 06:44,2024-10-24 08:07,83,26,Medium,12,Wednesday
Gjilan,42.4666,21.4666,Prizren,42.2139,20.7417,2025-06-28 06:08,2025-06-28 07:44,96,22,Light,9,Thursday
Mitrovica,42.8906,20.8664,Pristina,42.6629,21.1655,2024-03-16 14:21,2024-03-16 16:05,104,43,High,25,Tuesday
Gjakova,42.3803,20.43,Mitrovica,42.8906,20.8664,2024-06-26 19:39,2024-06-26 21:56,137,41,Light,6,Sunday
Gjilan,42.4666,21.4666,Pristina,42.6629,21.1655,2025-04-20 05:28,2025-04-20 07:31,123,2,Light,18,Wednesday
Prizren,42.2139,20.7417,Gjakova,42.3803,20.43,2024-09-09 14:30,2024-09-09 16:50,140,17,Light,11,Friday
Gjilan,42.4666,21.4666,Prizren,42.2139,20.7417,2025-06-17 18:02,2025-06-17 20:08,126,57,High,25,Tuesday
Peja,42.65,20.3,Gjakova,42.3803,20.43,2025-07-12 19:43,2025-07-12 21:52,129,17,Light,29,Monday
Prizren,42.2139,20.7417,Peja,42.65,20.3,2025-06-16 09:45,2025-06-16 11:50,125,26,Medium,25,Tuesday
Mitrovica,42.8906,20.8664,Peja,42.65,20.3,2024-05-19 05:05,2024-05-19 05:56,51,9,High,22,Sunday
Gjilan,42.4666,21.4666,Mitrovica,42.8906,20.8664,2025-11-04 13:43,2025-11-04 14:21,38,32,Medium,11,Wednesday
Pristina,42.6629,21.1655,Gjilan,42.4666,21.4666,2025-01-15 17:27,2025-01-15 20:19,172,31,Medium,10,Thursday
Gjakova,42.3803,20.43,Peja,42.65,20.3,2024-09-18 05:09,2024-09-18 05:59,50,60,Light,26,Tuesday
Mitrovica,42.8906,20.8664,Gjilan,42.4666,21.4666,2024-11-28 18:21,2024-11-28 21:06,165,26,High,9,Tuesday
Ferizaj,42.3706,21.155,Pristina,42.6629,21.1655,2025-07-07 15:12,2025-07-07 18:01,169,41,Medium,11,Sunday
Gjilan,42.4666,21.4666,Ferizaj,42.3706,21.155,2025-09-29 11:21,2025-09-29 13:21,120,16,Light,29,Wednesday
Pristina,42.6629,21.1655,Gjilan,42.4666,21.4666,2025-01-29 12:23,2025-01-29 14:29,126,16,Light,15,Tuesday
Pristina,42.6629,21.1655,Peja,42.65,20.3,2024-09-12 06:00,2024-09-12 07:35,95,40,High,6,Sunday
Mitrovica,42.8906,20.8664,Peja,42.65,20.3,2024-08-26 11:34,2024-08-26 13:12,98,9,High,13,Thursday
Prizren,42.2139,20.7417,Mitrovica,42.8906,20.8664,2025-07-28 05:16,2025-07-28 06:54,98,14,Medium,24,Sunday
Prizren,42.2139,20.7417,Gjakova,42.3803,20.43,2025-12-09 06:39,2025-12-09 08:23,104,2,Medium,8,Saturday
Peja,42.65,20.3,Pristina,42.6629,21.1655,2025-08-29 18:39,2025-08-29 20:15,96,1,High,25,Saturday
Ferizaj,42.3706,21.155,Peja,42.65,20.3,2024-08-29 18:31,2024-08-29 20:14,103,39,High,27,Saturday
Pristina,42.6629,21.1655,Ferizaj,42.3706,21.155,2024-10-23 07:14,2024-10-23 09:12,118,41,High,21,Monday
Prizren,42.2139,20.7417,Ferizaj,42.3706,21.155,2024-05-26 18:58,2024-05-26 21:58,180,41,Medium,13,Saturday
Gjakova,42.3803,20.43,Peja,42.65,20.3,2025-04-22 06:05,2025-04-22 07:17,72,13,Medium,20,Monday
Mitrovica,42.8906,20.8664,Prizren,42.2139,20.7417,2024-04-25 15:13,2024-04-25 17:43,150,26,Medium,7,Thursday
Prizren,42.2139,20.7417,Ferizaj,42.3706,21.155,2025-04-14 12:57,2025-04-14 14:11,74,53,Medium,27,Monday
Mitrovica,42.8906,20.8664,Peja,42.65,20.3,2024-12-28 19:52,2024-12-28 21:40,108,41,High,19,Saturday
Gjakova,42.3803,20.43,Pristina,42.6629,21.1655,2025-01-28 15:23,2025-01-28 15:40,17,8,High,26,Thursday
Gjakova,42.3803,20.43,Peja,42.65,20.3,2024-12-18 05:43,2024-12-18 08:30,167,0,Light,6,Tuesday
Pristina,42.6629,21.1655,Gjakova,42.3803,20.43,2025-03-20 07:43,2025-03-20 09:13,90,46,High,6,Tuesday
Gjakova,42.3803,20.43,Mitrovica,42.8906,20.8664,2024-04-02 08:48,2024-04-02 11:40,172,23,Medium,18,Sunday
Mitrovica,42.8906,20.8664,Ferizaj,42.3706,21.155,2025-02-21 11:36,2025-02-21 12:44,68,46,Medium,19,Wednesday
Gjakova,42.3803,20.43,Mitrovica,42.8906,20.8664,2024-06-08 20:59,2024-06-08 23:41,162,39,Light,28,Wednesday
Gjilan,42.4666,21.4666,Peja,42.65,20.3,2024-11-03 16:16,2024-11-03 18:04,108,26,Light,11,Thursday
Gjilan,42.4666,21.4666,Gjakova,42.3803,20.43,2025-04-23 20:27,2025-04-23 22:24,117,13,Light,30,Friday
Mitrovica,42.8906,20.8664,Ferizaj,42.3706,21.155,2024-05-16 20:05,2024-05-16 20:54,49,42,Light,10,Tuesday
Gjilan,42.4666,21.4666,Peja,42.65,20.3,2025-06-09 10:40,2025-06-09 11:25,45,24,Light,5,Wednesday
Mitrovica,42.8906,20.8664,Gjakova,42.3803,20.43,2024-10-06 18:19,2024-10-06 21:13,174,2,Medium,11,Saturday
Gjakova,42.3803,20.43,Mitrovica,42.8906,20.8664,2025-03-08 12:11,2025-03-08 14:21,130,14,Medium,13,Thursday
Ferizaj,42.3706,21.155,Peja,42.65,20.3,2025-05-06 16:28,2025-05-06 17:52,84,44,High,17,Monday
Mitrovica,42.8906,20.8664,Prizren,42.2139,20.7417,2025-10-28 06:30,2025-10-28 07:17,47,43,Medium,23,Tuesday
Ferizaj,42.3706,21.155,Gjakova,42.3803,20.43,2025-11-05 06:25,2025-11-05 09:02,157,28,High,14,Tuesday
Prizren,42.2139,20.7417,Pristina,42.6629,21.1655,2025-09-26 13:00,2025-09-26 14:12,72,11,Medium,8,Monday
Ferizaj,42.3706,21.155,Peja,42.65,20.3,2024-07-21 16:06,2024-07-21 17:20,74,45,High,18,Friday
Ferizaj,42.3706,21.155,Peja,42.65,20.3,2025-07-26 20:01,2025-07-26 22:19,138,25,Medium,26,Friday
Gjakova,42.3803,20.43,Peja,42.65,20.3,2024-02-10 15:25,2024-02-10 16:30,65,51,High,13,Tuesday
Prizren,42.2139,20.7417,Gjakova,42.3803,20.43,2024-04-15 19:32,2024-04-15 22:00,148,58,Light,21,Sunday
Pristina,42.6629,21.1655,Prizren,42.2139,20.7417,2024-10-28 14:02,2024-10-28 14:52,50,37,High,13,Thursday
Prizren,42.2139,20.7417,Gjakova,42.3803,20.43,2025-10-21 12:51,2025-10-21 14:18,87,22,High,24,Saturday
Mitrovica,42.8906,20.8664,Peja,42.65,20.3,2025-02-15 09:08,2025-02-15 12:08,180,25,Medium,18,Saturday
Gjakova,42.3803,20.43,Prizren,42.2139,20.7417,2024-01-17 13:10,2024-01-17 14:49,99,3,Medium,22,Thursday
Gjakova,42.3803,20.43,Prizren,42.2139,20.7417,2025-07-19 14:54,2025-07-19 15:24,30,12,High,9,Thursday
Pristina,42.6629,21.1655,Gjakova,42.3803,20.43,2025-06-04 14:39,2025-06-04 16:24,105,57,Medium,16,Friday
Prizren,42.2139,20.7417,Gjakova,42.3803,20.43,2024-06-16 07:04,2024-06-16 07:46,42,41,Light,21,Monday
Gjakova,42.3803,20.43,Pristina,42.6629,21.1655,2025-10-17 17:01,2025-10-17 18:15,74,27,High,28,Monday
Pristina,42.6629,21.1655,Gjakova,42.3803,20.43,2025-12-27 15:58,2025-12-27 17:44,106,28,High,5,Wednesday
Pristina,42.6629,21.1655,Ferizaj,42.3706,21.155,2024-08-19 07:59,2024-08-19 10:34,155,38,High,22,Wednesday
Ferizaj,42.3706,21.155,Peja,42.65,20.3,2025-10-12 13:02,2025-10-12 14:49,107,29,High,26,Thursday
Ferizaj,42.3706,21.155,Pristina,42.6629,21.1655,2025-01-26 06:28,2025-01-26 07:36,68,6,Light,17,Tuesday
Prizren,42.2139,20.7417,Gjakova,42.3803,20.43,2025-11-26 15:05,2025-11-26 16:44,99,54,Light,25,Saturday
Mitrovica,42.8906,20.8664,Ferizaj,42.3706,21.155,2025-11-12 20:00,2025-11-12 22:44,164,11,Medium,18,Monday
